restaurant_id,restaurant_name
4001949,Elius - إليوس بيكري
4001950,Troy - تروي
4001951,La Casa Shawerma - شاورما لاكاسا
4001952,Tishreen - مطعم تشرين لتقديم الوجبات
4001953,Mado | مادو
4001954,Wa By Chawan - وا باي شاوان
4001955,Djaj Shawaya -  تتبيلة بتصدمك🔥دجاج شواية   
4001956,Al-Dwaihi | الضويحي
4001957,Simple Burger - سيمبل برجر
4001958,Jabal Lebnen - جبل لبنان - cloose
4001959,Areekah Al-Balad - عريكة البلد
4001960,Glazed & Grilled - جليزد اند جريلد
4001961,Nakhat Biryani - نكهة البرياني
4001962,Shaikh AlKabsa - شيخ الكبسة
4001963,Melanzana - ميلانزانا
4001964,Minhaj Aljadeed Restaurant - مطعم منهاج الجديد
4001965,Brioche Plus - بريوش بلس
4001966,Karak Corner | كرك كورنر 
4001967,Red Hat - القبعة الحمراء - Close
4001968,Bookhari - بووخاري
4001969,Snaplle - لقيمات سنابل
4001970,Dear Poke - دير بوكي
4001971,Teama Restaurant - فلافل طعمة
4001972,Saffood - مشاوي سفّود
4001973,Manasif - مناسف
4001974,Calzone House - كالزون هاوس
4001975,Occasion Bakery  - اوكيجن بيكري
4001976,Jouf Almadhaq - جوف المذاق
4001977,Mglobt Al Hara - مقلوبة الحارة
4001978,Kebdah Mood - كبده مود
4001979,Aish O Samak - عيش وسمك
4001980,Ones Cafe - ونز كافية
4001981,Arc Cafe - ارك كافيه
4001982,Rawayie Amwaj Albihar - روائع امواج البحار
4001983,SNACK HOUSE - سناك هاوس
4001984,Masala Zone | مسالا زون
4001985,Potatoes And Cheese - بطاطس وجبنة
4001986,Soso Lunge - سوسو لاونج
4001987,Chipsy Dipsy | شبسي دبسي
4001988,Shawarma Zone N -  N شاورما زون
4001989,Aishna - عيشنا
4001990,Tolee Sweets - حلويات قصر تولين
4001991,Revup - ريف اب
4001992,Kom Kom Cafe - كافي كم كم
4001993,Buffet Aljohara - بوفية الجوهرة 
4001994,Spuds - سبدز
4001995,So The Oven - لذائذ الفرن
4001996,Nader Breakfast - فطور نادر
4001997,Anaar | انار
4001998,Warqah - ورقة
4001999,Roach Boa Chocolate - شوكولا روش بوا
4002000,Cafeteria Ben Omar - كافتيريا بن عمر
4002001,Luxury Basket Sandwitch - لاكشرى باسكت ساندوتش
4002002,Villa Mamas Express - فيلا ماماز
4002003,Burger Hour - ساعة البرجر - close
4002004,Biryani Pot - برياني بوت
4002005,Mrsandwich - مستر ساندويتش
4002006,Burgerha - برقرها
4002007,Boo Burger | بوو برجر
4002008,Akhawan Hail - اخوان حائل البخاري
4002009,Fork and Dough | فورك اند دو
4002010,Shamali Kitchen | المطبخ الشمالي
4002011,Biryani Mehran Restaurant - مطعم برياني مهران 
4002012,Lantico - لانتيكو
4002013,Fancy Dish - فانسي دش
4002014,Lathatha Station | لذاذه ستيشن
4002015, Eng  Kitchen 9/10 - 9/10 مطبخ المهندس 
4002016,Voco | فوكو
4002017,Al Zawiya Al Shamiya | الزاوية الشامية
4002018,Farm Brown | فارم براون
4002019,Cup Of Karak D - مطعم كلاص كرك
4002020,Tanayesh Pastries - معجنات تنائيش - cloose
4002021,Unsorso Coffee - أنسورسو كافيه
4002022,Sasa Sushi - ساسا سوشي
4002023,Alshawaya - على الشواية
4002024,Pan It - بان ات
4002025,Piccante | بيكانتي
4002026,Look Brosted - لوك بروستد
4002027,Hot Ovens - أفران ساخنة
4002028,Jiang - جيانغ
4002029,Krispy Korean - كريسبي كوري
4002030,كشته  - Kashta
4002031,Almayida  Alturathia - المائدة التراثية
4002032,Chopped Philly - شوبد فيلي - cloose
4002033,The Meat Hub - ذا ميت هب
4002034,Mubkhar | مبخر
4002035,Burger Master - برجر ماستر
4002036,Kunafa Makers. - صناع الكنافة
4002037,Burger Pasta - برجر باستا
4002038,Konafa Alhana | كنافة الهنا
4002039,Bukhari Zaman - بخاري زمان
4002040,SANDO - ساندو
4002041,Its Sandwich - اتس ساندويش
4002042,Rizk Manoushe | منؤشة رزق
4002043,Blu Cafe - بلو كافيه
4002044,MOC - موك
4002045,Farouj Abu Alabd - فروج أبو العبد
4002046,Tndr - تندر 
4002047,Riuge Time - حزة ريوق
4002048,Taste - تست
4002049,Baba Kabeera - بابا كبيرة
4002050,SET - سيت
4002051,Garden Gate - جاردن جيت
4002052,Y97 Specialty Coffee - واي 97
4002053,Y It Sweets - واي ات سويت
4002054,Falafel Alhana - فلافل الهنا
4002055,Cloud Bakery - كلاود بيكري
4002056,The Flow - ذا فلو 
4002057,Sizzle | سيزل
4002058,Pie The Way - طرق الفطائر
4002059,Bunrise - بنرايز
4002060,Flamingo Restaurant - مطعم ومعجنات ومشويات فلامنجو
4002061,Daily Bites - دايلي بايتس
4002062,AJEED - أجيد 
4002063,Shatr - شطر
4002064,Honest Burger K - اونست برجر
4002065,Karton Mashwi - كرتون مشوي
4002066,Ben's Bubble Tea - شاي فقاعات بينز
4002067,Juicy Bite - جوسي بايت
4002068,Baodo - باودو
4002069,The Basis Of The Kunafa - أساس الكنافه
4002070,Burger Lab - برقر لاب
4002071,Pasta Paradise - باستا برادايز
4002072,Food Shatirah - فود شطيرة
4002073,Osool Alamandi - مطاعم اصول المندي
4002074,Osh - مطعم اوش البخاري
4002075,Shawarman Q - شاورمان
4002076,Moon Sweet - مون سويت
4002077,Melh Alzaad Express - مطعم ملح الزاد أكسبريس
4002078,Grill Burger R - برجر مشوي
4002079,Burger Hood | برجر هود
4002080,Falafelpie - فلافل باي
4002081,Agha Kareem | اغا كريم
4002082,Nfr Mashawi - نفر مشاوي
4002083,Aziz Meal M - وجبة عزيز
4002084,Shawarmty On Cool T - شاورمتى على الجمر
4002085,Manoushe Extra - منقوشة اكسترا
4002086,Alhashi Albari A - مطعم الحاشي البري
4002087,Kaake Extra - كعكة اكسترا
4002088,Zatara oven - فرن زعترة
4002089, Oakberry Acai - اوك بيري آساي
4002090,Mama Pasta - ماما باستا
4002091,Hot Mix - هوت ميكس
4002092,Burger Explosive - برجر متفجر
4002093,Seventhburger - البرجر السابع
4002094,Mumen Restaurant - مطعم مؤمن
4002095,Duzo - دوزو
4002096,Italio - إيطاليو
4002097,Bun Rise - بن رايز
4002098,Miead - ميعاد
4002099,Armeen - ارمين
4002100,The Maharaja Flavour - نكهة المهراجا
4002101,Wagta | وقته
4002102,Option B - اوبشن بي
4002103,Selective Bakery & Cafe - سلكتف
4002104,Rib Eye Steakhouse | ريب آي ستيك هاوس
4002105,On Way - اون واي
4002106,XO Street Food | إكس أوو ستريت فوود
4002107,Aqaba Compressed - مضغوط العقبة
4002108,Molto - مولتو
4002109,The sea loop - حلقات البحر
4002110,Awlad Ali - اولاد علي
4002111,Maboch | معبوج
4002112,Losh - لوش
4002113,Twelve Burger | تولف برجر
4002114,Tannuru Breakfast - فطور تنورو
4002115,Bitcoin Restaurant | مطعم بتكوين
4002116,Be Organic | بي أوراجنيك
4002117,Oloom Alsandwich - علوم السندويش
4002118,Bunsters - بنسترز
4002119,Jmr - جمر
4002120,Ola Lounge - اولا لاونج
4002121,Af Royalisto Food And Beverage (Terminated)
4002122,O Pizza - او بيتزا
4002123,Mandisalih - مندي صالح للأكلات الشعبية
4002124,Mistar Sikh - مستر سيخ
4002125,777 Burger - 777 برجر (Temporary closed) 
4002126,Bonus Coffee | بونص كافيه  
4002127,Shafshawn - شفشاون
4002128,Akiba Cafe - اكيبا كافيه
4002129,EcoBrim - إيكو بريم
4002130,Kupani | كوباني
4002131,Shabeyat Al Asoul Restaurant - مطعم شعبيات الاصول
4002132,Sitbit - ست بيت
4002133,Narjis Oven - فرن النرجس
4002134,El Rebo El Tayebeni | الربوع الطيبيني 
4002135,Waqf Burger - برجر واقف
4002136,Alawali Restaurant - العوالي للمذاق الاندونيسي
4002137,Kofat - كفت
4002138,Shawerma Off - شاورما اوف
4002139,Sweet And kunafa - حلا وكنافة
4002140,Gallery 21 - جاليري21
4002141,Mazaj Ldn - مزاج لدن
4002142,Bisbas | بسباس
4002143,Thndr - ثندر
4002144,Hamandi Mandi by pastries on the fly  - حمندي مندي
4002145,Lazord Bakery - مخبز لازورد
4002146,Mazaq Marina Pizza - بيتزا مذاق مارينا
4002147,Konafa Al-Ameed | كنافة العميد
4002148,Kabsah And Smnh - كبسه وسمنه
4002149,Tikkakhalel | تكة خليل
4002150,Salt Fried Chicken | سولت فرايد تشيكن
4002151,I Eat | آي ايت
4002152,BIN SHRIMP - بن شريمب
4002153,Roos - روس
4002154,Caramel | كراميل
4002155,Bokari And Mashwi - بخاري ومشوي
4002156,Jrafil Burger - جرافل برجر
4002157,Estath Alshawarma - استاذ الشاورما
4002158,Recipe And Flavor - وصفة ونكهة
4002159,Crunchy Oven - فرن قرمشة
4002160,Chicken House - مطعم بيت الدجاج
4002161,Potat Obona - بطاط ابونا
4002162,Falafel Shehab - فلافل شهاب
4002163,Dalforno - دلفورنو
4002164,Funoon Indonesian Flavor - فنون النكهة الاندنويسية
4002165,Attam Lak - اطعم لك
4002166,Nakhat Aljabal - نكهة الجبل
4002167,Shubbak Karak |  شباك كرك
4002168,Maize Shawarma  - شاورما مايزا
4002169,Klw Altazij - كلوا الطازج
4002170,Sajan - صاجان
4002171,Macarena - مكرينا
4002172,Mazaq Albukhari - مذاق البخاري
4002173,Jassr Pie - فطيرة جسار
4002174,4Th Day Coffee - اليوم الرابع كافية
4002175,Les Jours De Joie - لي جور دي جوا
4002176,Alkabssah Alkwitia - الكبسة الكويتية
4002177,Heliopolis | هليوبوليس
4002178,Alkhabaz Alshami - كنافة و حلويات الخباز الشامي
4002179,Karak Aziz - كرك عزيز
4002180,Apres - ابريس
4002181,Dasha - داشا
4002182,Captain Chef - كابتن شيف
4002183,Kanafany | الكنفاني
4002184,Shawrma One JE - شاورما ون
4002185,Mashweat Almumtaz - مشويات الممتاز
4002186,Heather - هيذر
4002187,Degai Alshif - دقائق الشيف
4002188,TI TI - تي تي 
4002189,Rafaels - رافلز
4002190,YALK - يولك
4002191,Bukhari Alshawaya - بخاري الشواية
4002192,American Hot Dogs And More - أمريكان هوت دوق وأكثر
4002193,Pizzaiolo Restaurant - بيتزايولو
4002194,Cottage Pie - فطيرة الكوخ
4002195,Alsufrah Alarabia - مطاعم السفرة العربية
4002196,Al Nawras - مطعم النورس
4002197,Buffaloes Burger - بافلوز برجر
4002198,Bukhari Lasser - بخاري لاسر
4002199,Tea And Coffee - شاي وبن
4002200,Mahila Al-Shazliya- مطعم ومهيلة الشاذلية
4002201,Marhaba B - مرحبا
4002202,Chopped Philly - شوبد فيلي
4002203,Halabino - هلابينو
4002204,Guaka - جواكا
4002205,Shish Chef - شيش الشيف
4002206,Mdhbi Alsultan - مظبي السلطان
4002207,Samona K - صمونه
4002208,U S Burger | يو اس برجر
4002209,Alfaris Albukhariu - مطعم الفارس البخاري
4002210,Madghoot Noor - مضغوط نوور
4002211,Sahab Alkheer - سحاب الخير
4002212,Tabaq Alshatira - طبق الشطيرة
4002213,Chapati And Pyala - چباتي وبياله
4002214,Pizza Plato - بيتزا بلاتو
4002215,Art Bakery - ارت بيكري
4002216,Alman - المن
4002217,Crumbled - كرمبلد
4002218,Planet Waraq 3anab | بلانت ورق عنب
4002219,Mr Coffee - مستر كوفي
4002220,Zone 4 Shrimp - زون فور شريمب
4002221,Meat And Rice - لحمه ورز
4002222,Pizza Vidro - بيتزا فيدرو
4002223,Lett - لتت
4002224,Tawlefat Elharah - توليفة الحارة
4002225,Samak Fakher - سمك فاخر
4002226,Yala Mutabq - يلا مطبق
4002227,Nakhat Star - نكهة ستار
4002228,MrMasoub - مستر معصوب
4002229,Eight Hundred And Twenty 820 - ثمان مئة وعشرين
4002230,Karzan - كرزان
4002231,Market Palm - تموينات بلم
4002232,Park Burger - بارك برجر
4002233,Shawrma Yousha - شاورما يوشة
4002234,Aneng - إنينج سيدة الأكل الجاوي
4002235,Chicken Corner - مطعم ركن الدجاج الاول
4002236,Azal Corner - ركن أزال
4002237,Casa Nova Cafe - كازانوفا كافي
4002238,Madghout Al Maazim - مضغوط المعازيم
4002239,Zaeem Aliskandar Slarwama - زعيم الاسكندر للشاورما
4002240,Hashwa R - حشوة
4002241,Fasfor Fish - أسماك فسفور
4002242,Batats Albastah - بطاطس البسطة
4002243,Almualem Almutamiz - فول ومطبق المعلم المتميز
4002244,Mabshour Alomda - مبشور العمدة
4002245,STITA - ستيته
4002246,Black Rain - بلاك رين
4002247,Porto Cafe R - بورتو كافيه
4002248,wavy Pizza - ويفي بيتزا 
4002249,Basbousa & Kunafa Royal - بسبوسة وكنافة رويال
4002250,Shatta - شطة
4002251,Boofiya Sweeter Taste - بوفييا أحلى طعم
4002252,Lafa Breakfast And More - لافا فطور وأكثر
4002253,Its Acai - اتس اساي
4002254,Way Bakery - واي بيكري
4002255,SS Bucket - اس اس بوكيت
4002256,Karak Nimah - كرك نعمه
4002257,Kebab O Kofta - كباب و كفته
4002258,CAST - كاست
4002259,Pac Man - بيك مين
4002260,Mandy Alorabi - حنيذ ومندي العرابي
4002261,Avli | آڤلي
4002262,Mahashi Corner - ركن المحاشي
4002263,Shawaya Baladi - شواية بلدي
4002264,DAN - دان
4002265,Zaman Al Bukhari | زمن البخاري
4002266,Khader Tea - شاهي خادر
4002267,Kababish | كبابش 
4002268,March Burger - مارش برجر
4002269, Qonblt Elkarnak | بليلة وقنبلة الكرنك -colse
4002270,Aldaken Tea - الشاهي الداكن
4002271,Ghidf - حلويات غداف
4002272,White Flame - وايت فليم
4002273,El Mexa - الميكسا
4002274,Atayeb Broast - بروست اطايب
4002275,Eggs And Flour Restaurant - ايقز اند فلور
4002276,Qahwatna Sweets - قهوتنا للحلويات ( Terminated)
4002277,Top Bun  - توب بن
4002278,White Foam Cafe - مقهى رغوة بيضاء
4002279, Pinocchios Pizza |  بينوكيوز بيتزا
4002280,Shami Window - شباك شامي
4002281,Mqhy Hm Ym - مقهى هم يم لتقديم الوجبات
4002282,Corner Jadati Pizza - ركن جدتي بيتزا
4002283,Lubera Sweet | لوبيرا سويت 
4002284,Manqusha Noor - منقوشة نور
4002285,Shawarma Shake - شاورما شيك
4002286,Cioccolatitaliani Cafe - شوكولاتي ايطالياني كافيه
4002287,Sweetncup | سويتن كب
4002288,Bordo Pizza - بوردو بيتزا
4002289,Upstate | اب ستيت
4002290,More Fries - مور فرايز
4002291,OUD | عود
4002292,Sulal Alrafdien - سلال الرافدين للمشويات
4002293,Arabisc Chocolate - أرابيسك شوكولا
4002294,Kermez Cafe - مقهي قرمز
4002295,Tensey Shawarma - شاورما تينسي
4002296,Madhaq Al Jambari - مذاق الجمبري - close
4002297,Hungry Day - هنقري داي
4002298,Slider H - سلايدر
4002299,Roshin Grill - مشويات روشن
4002300,Hashi Burgers - حاشي برجرز
4002301,Fawelha - فولها
4002302,Alhijaz Gate Grill - مشويات بوابة الحجاز
4002303,Dukan Shawi - دكان شوي
4002304,AKA - مطعم مضغوط اكة
4002305,Shawarma Sitah - شاورما صيته
4002306,Engineer Burger - انجينير برقر
4002307,Burgeroma - برجروما
4002308,Mlt -  ملت
4002309,Shawarma Bab Al Hara | شاورما باب الحارة
4002310,Ain Cafe - قهوة عين
4002311,Shawarma Station. - شاورما ستيشن
4002312,Crown Chocolate - كراون شوكلت
4002313,Al Rabwa Restaurant - مطعم الربوة الشعبية
4002314,Kiwan Cafe - كيوان كافيه
4002315,Hamasat - حمسات
4002316,Abu Ghassan R- ابو غسان
4002317,Warda Al-Shami - وردة الشامي
4002318,GN | جي ان
4002319,Dyar Al Arab - ديار العرب للمطاعم
4002320,The Art Of Turkish Grill - فن المشويات التركي
4002321,Zone5 - المنطقة الخامسة
4002322,Tacost - تاكوست
4002323,Koshk Kabab | كشك كباب
4002324,Calo Cafe - كالو كافيه
4002325,Bahrain Valley - (CLOSED)
4002326,5bzh W Shay - خبزة وشاي
4002327,Caribe Sushi - كاريبي - cloose
4002328,4A - فور اي
4002329,Bab Alsharq Grills - مشويات باب الشرق
4002330,Shawarma 66 R - شاورما 66
4002331,صح صح - تخبز عند الطلب
4002332,Burdog - بردوج 
4002333,Altaahi Alkhayal - الطاهي الخيال - cloose
4002334,Sufrat Alghanayem | سفرة الغنايم
4002335,Ribyan Sharq - ربيان شرق closed
4002336,Furn & Tanoor - فرن و تنور
4002337,Lagala Mv - لاقالا مولن فيرت 
4002338,Laham By Gram | لحم بالجرام
4002339,Bo Sanad Juices | عصائر بو سند 
4002340,Al Mukhayyam - المخيم
4002341,Train Cake | كيكة القطار
4002342,Burger Guys R - برجر قايز
4002343,Tasali Chef - تسالي شيف
4002344,Bait Al Jedder | بيت الجدر
4002345,China Town Street -  تشاينا تاون ستريت
4002346,Dream Pasta - دريم باستا
4002347,Eighty Eight juice and dessert - ايتي ايت جوس 
4002348,Home Town Burger | هوم تاون برجر
4002349,Fatayir Afindi - فطائر افندي
4002350,Bechamel House - بيت البشاميل
4002351,Shawaia Alkhaleej Alsharqy - شواية الخليج الشرقي
4002352,Notes Cafe - نوتس كافيه
4002353,Sweet A 9/10 - 9/10 سويت اي
4002354,Falafil Alardin - فلافل الاردن
4002355,Egg's | ايقز
4002356,The Sandwhich Bar - ذا ساندويتش بار
4002357,Biryani Al Nuzha | برياني النزهة
4002358,Thai Soi - تاي سوي
4002359,El Moez Street | مطعم شارع المعز للمأكولات المصريه
4002360,Sabah W Masa Restaurant - مطعم صباح و مسا
4002361,Ribyan Sharq | ربيان شرق
4002362,Le Colza - لا كولزا 
4002363,Tiny Hous D - تايني هاوس
4002364,Sugar And Spices Kitchen - مطبخ شوجر اند سبايسز
4002365,Foundry Five - فاوندري فايف
4002366,Amazing - مهوبره
4002367,Foorna - فورنا
4002368,Fitt Pub - فت بوب
4002369,The Deli - ديلي
4002370,Bab Sharqi J - باب شرقي | رمضان شرقي
4002371,Just Taste - جست تيست
4002372,Rob3 Mokalal - ربع مخلل
4002373,Healthy Honest Bowl - هونست باول الصحي
4002374,Smoke Arts - سموك ارتس
4002375,Lazio Kitchen | لاتسيوكيتشن
4002376,Cafeteria Mashael - كافتيريا مشاعل
4002377,Rock Shrimp R - روك شريمب
4002378,Majbora - مجبورة
4002379,SHOTS - شوتس
4002380, -بيتزا و باستا الطعم الايطالي - close
4002381,Faran One - فرن وان
4002382,Morhaf - مرهف
4002383,Dywanyt Alanwa - ديوانية الانوار
4002384,   Blob | بلوب
4002385,Focaccini - فوكاتشيني
4002386,Burger 5 Bite - برجر 5 بايت
4002387,A Place Bake House - المكان
4002388,Renewable Energy - الطاقة المتجددة
4002389,Quad Burger Co - كواد برجر كو
4002390,Shawarma Shaker - شاورما شاكر
4002391,Kumpir Afandem - كومبير افندم
4002392,Manjam Cafeteria - منجم كفتيريا
4002393,Dar Omy Badriya | دار أمي بدريه
4002394,2Gout Burger - دوقو برجر
4002395,Acai Jamboree - اساي جامبوري
4002396,Ost - اوست
4002397,PHILIZZA - فليتزا
4002398,Best Grill - بست جريل
4002399,Abu Nadim - أبو نديم
4002400,Arnella Pizza - ارنيلا بيتزا
4002401,Faisal Tea - شاي فيصل
4002402,Hala Alward - حلا الورد
4002403,Tulipa 9/10 - 9/10 توليبا
4002404,Versai Salad -  فرساي سلاد
4002405,Burger & Chicken - برجر اند تشكن
4002406,Pannello - بانيلو
4002407,Pizza Mama Lina - بيتزا ماما لينا
4002408,Olio - أوليو
4002409,Tarweatna - ترويقتنا
4002410,Abu Alzulf - ابوالزلف
4002411,Bukhari Yassin - بخاري ياسين
4002412,Manousha Berber Aunt - منؤوشة خالة بربر
4002413,Snowhite Arabia - سنوايت العربية
4002414,House of Crumble - هاوس اوف كرمبل
4002415,LITO CAFÉ - ليتو كافيه
4002416,Mahkor - محكور
4002417,Cookr - كووكر
4002418,Student Biryani - استودنت برياني
4002419,Just Flower - مجرد وردة
4002420,Taleel - تليل
4002421,Sham Express - الشام اكسبريس
4002422,Forn Almanqusha - فرن المنقوشة
4002423,Falafel Sayah - فلافل صياح
4002424,Shawarma Leen - شاورما لين
4002425,Alsham Resturant - مدينة الشام
4002426,Home Pearls 9/10 - درر المنزل 9/10 
4002427,Pasta Mama - باستا ماما
4002428,Madghout Kabstna - مضغوط كبستنا
4002429,Mandi Station - مندي ستيشن
4002430,Burger Jar | برجر جار
4002431,Mgales Almuhila - مجالس المهيلة
4002432,Altazaj Grills - مشويات الطازج
4002433,Antika - انتيكا
4002434,Summer Roses - الورود الصيفية
4002435,SalaDo - سالادو
4002436,Fat Panda | فات باندا
4002437,Sakura - ساكورا
4002438,Fazebo - فازيبو
4002439,Weirdough - ويردو
4002440,Mezaj Maghribi JZ - مزاج مغربي
4002441,Andal Restaurant - مطعم عندل
4002442,Green Bowls -جرين باولز
4002443,Sweet Me | سويت مي
4002444,Tasali Nawal - تسالي نوال
4002445,Aljood Albukhari Restaurent - مطعم الجود البخاري
4002446,Safaa Badrah - صفاء بدره للحلويات البلدي
4002447,Macro | ماكرو
4002448,Allaith Albukhari | الليث البخاري 
4002449,Bin Hadi Grills - مشويات بن هادي
4002450,3 Flowers - الورود الثلاث
4002451,Reem Alriyadh -  ريم الرياض البخاري -بخاري
4002452,Nuzha | نزهه
4002453,Hot Cheeses - اجبان ساخنة
4002454,Hijazi Dish Restaurant - مطعم طبق حجازي
4002455,Bostani - بستاني للرز البخاري
4002456,Sanaa Al Yemen - صنعاء اليمن
4002457,Mansaf Al-Nashama - منسف النشامى
4002458,Sugar Space - مساحة سكر
4002459,Yukai Noodle Bar - يوكاي نودل بار
4002460,Fish Time | فيش تايم 
4002461,Paros | باروس
4002462,Notfa Bakery - مخابز نتفه
4002463,Creation Burger | كريشن برجر
4002464,Homs Adnan Restaurant - مطعم حمص عدنان
4002465,Jibal Lebanon - جبال لبنان
4002466,Kebba_T - كباتي
4002467,Mabshour And Tannour - مبشور وتنور
4002468,The AFC Fried Chicken | ذا اي اف سي فرايد تشيكن
4002469,Abu Hatem R - أبو حاتم
4002470,Kyro Lounge - كايرو لاونج
4002471,Shawarma Live BQ - شاورما لايف
4002472,Tasali Ruru - تسالي رورو
4002473,ODA KITCHEN - ورق عنب &برجر
4002474,Taiebat Alnakheel - طيبات النخيل
4002475,Walaem Assir - ولايم عسير
4002476,Luqaimat Hashah - لقيمات هشة
4002477,Dibsy - ديبسي
4002478,Ziyada Toum  - زيادة توم
4002479,Good Food Coffee & Bakery - قهوة ومخبز جيد للطعام
4002480,Azayem | عزايم
4002481,Alchef  Alyamani Restaurant - مطعم الشيف اليماني
4002482,Mashawi & Saj Restaurants T - مشوي وصاج
4002483,Al Gedawy | الجداوي
4002484,Bogota R - بوقوتا
4002485,Karak King | كرك كنج
4002486,AM Sweet | أيه أم للحلويات
4002487,Falafelcom - فلافلكم كم
4002488,Brid Meat Restaurant - مطعم عيش لحمة
4002489,Spring Rose - زهرة الربيع
4002490,Atyab Flafel - اطيب فلافل
4002491,Sarga Beauty Salon - صالون سرغا للتجميل
4002492,Forah & Zalah | فورة و زلة
4002493,Kaiser - قيصر
4002494,Shawarma Jassas - شاورما جساس
4002495,Pink Shrimp - بينك شرمب
4002496,Mystery R - ميستري
4002497,Hashi Bargash - حاشي برقاش
4002498,Alandalib Alshami - مطاعم العندليب الشامي
4002499,Fotoor Amores - فطور أموريس
4002500,Awka Delicious Pizza - اوكا أشهى بيتزا
4002501,Ayoush Baitna | عيوش بيتنا
4002502,Ayam Al Awalin - ايام الاولين
4002503,Medicine Juices - عصائر الدواء
4002504,Naimi Burger - نعيمي برجر
4002505,Xswar Fashion And Accessries - اكسسوار للأزياء
4002506,Shaway & Hattab - شواية و حطب
4002507,Nomac | نوماك
4002508,Sah Burger - صح برغر
4002509,Sakhr Tea - شاي صخر
4002510,Flour & Butter - دقيق و زبدة
4002511,Grano Sano - جرانو سانو
4002512,JAMI’S Pinoy Spot - جاميس بينوي سبوت
4002513,The Bowl K - ذا باول
4002514,BALAM - بلم
4002515,Layali Alsamar - ليالي السمر
4002516,Shay Khana - شاي خانة
4002517,Amores - أموريس
4002518,Nabaa Al Hamam Restutent - مطعم نبع الحمام
4002519,Shalaby Grill - مشاوي شلبي
4002520,Bake n Break | بيك ان بريك 
4002521,Fresh Fish House - سمك البيت الطازج
4002522,Th Red Fox - ذي ريد فوكس
4002523,Ouha | عوهه
4002524,Trend - ترند
4002525,Saltanat Alshawerma - سلطنة الشاورما
4002526,Totem - توتم
4002527,Gus Tasted The Juices - تذوق جوس للعصيرات
4002528,Kunafa Home - كنافة هوم
4002529,Kenzo M - كينزو
4002530,Min Barra - من برّا
4002531,Reef Fnn - ريف فنن
4002532,Afters - افترز
4002533,Tea Vendor - تي فيندور
4002534,Fouz’s Flower - زهرة فوز
4002535,Zahrat Malham - مطاعم زهرة ملهم للبخاري 
4002536,Yallah Nosh - يلا نوش
4002537,Target Point - تارجت بوينت
4002538,Nagwa Food - نقوه فود
4002539,Olla - اولا
4002540,Lune - لون
4002541,Al Saif Royal Natural - معصرة السيف رويال
4002542,Kaire Zaman Restaurant - مطعم خير زمان
4002543,Chocoloco - شوكولوكو
4002544,Moonzsweets - مونز سويتس
4002545,Akad - اكاد الاستهلاكية
4002546,Boarding | بوردنق
4002547,Jeder Mandi - جدر مندي
4002548,a Double i - اي دوبل اي
4002549,Kabsa & Grill - كبسة اند جريل
4002550,Deyay-T | ديايتي
4002551,Delicious Falafel - فلافل شهية
4002552,Lahmah W Rzizah - لحمة ورزيزة
4002553,Marhaba Burger - مرحبا برجر
4002554,Bukhari & Mandi - بخاري ومندي
4002555,Mamas AlChemy - تركيبة ماما 
4002556,Krepyano - كريباوي
4002557,LUK - لك
4002558,Wajbat Alkoba - وجبة الكبة
4002559,Wayan And Maddi - ويان اند مادي
4002560,Manoushet Remal - منقوشة رمال
4002561,Sarook | صاروخ
4002562,Garden Restaurant - مطعم الحديقة للوجبات السريعة
4002563,Neapoli Pizza - انتيكو بيتزا نابولي مختصة
4002564,Mraqish - مراقيش
4002565,Phill - 🔥فل #أجنحة_الدجاج leap 24
4002566,Fan Al Mandi | فن المندي
4002567,3nd Alkoshk - عند الكشك
4002568,Kutlet - كت لت #بوكس_ستيك leap 24
4002569,24 Pizza & Pastries - بيتزا ومعجنات 24
4002570,AGATK - اقاتك
4002571,Sangam - سنكم
4002572,Alshaadhilia - مطعم محانذ الشاذلية
4002573,& Sandwich - اند ساندويتش
4002574,Loris Your Scent Perfumery
4002575,Salat Alrafidain - مشويات سلة الرافدين
4002576,Hekayat Tazawek - حكاية تذوق
4002577,Amazing Raund - دائرة روعه
4002578,Farooj Abu Al Abed | فروج أبوالعبد
4002579,Urban Manqusha - اربن منقوشة
4002580,Mister Delicious - مستر ديليشيز
4002581,Basta | بسطة
4002582,PastaU | باستا يو
4002583,Logaimat Lafaef - لقيمات ولفائف
4002584,Valley House - مطعم بيت الوادي لتقديم الوجبات
4002585,Furnalia Pizza & More - فرن عليا بيتزا اند مور
4002586,Shawarma Yesur - شاورما يسور
4002587,Taza Borek - تازه بوريك
4002588,Chicken Station | تشكن ستيشن
4002589,Dajaj Alfern - دجاج الفرن
4002590,Sham Almzaj - شام المزاج
4002591,Dilat Alrabie - دلة الربيع
4002592,Damascus Berries - توت الشام
4002593,Finduq Calcutta | فندق كلكتا
4002594,Jaja | جاجا
4002595,Hataba Ol - حطبة
4002596,Yumnum - يم نم 
4002597,Salire Roastery - محمصة سالير
4002598,Latea R - لاتي
4002599,Juicy Food - جوسي فود
4002600,Grill Chicken | دجاج شواية
4002601,Indomie | إندومي
4002602,Bu Saleh Grills | مشويات بو صالح
4002603,Erth | إرث 
4002604,Machboos Busaleh | مجبوس بوصالح
4002605,Beak | بيك
4002606,Memory Window - نافذة ذكرى للزهور 
4002607,Birdy’s Chicken  | بيرديز تشكن
